"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @retumbantedeg: Fala, @richarlison97! ""O Fluminense √© um clube que eu amo. E eu pretendo voltar um dia. O clube que me acolheu, mesmo na‚Ä¶",FALSE,0,NA,2018-03-05 23:59:56,FALSE,NA,"970811178485153792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vitoria_Flu",185,TRUE,FALSE,NA,NA
"2","@Bonnieinchgo Putin Flu strikes again.",FALSE,1,"Bonnieinchgo",2018-03-05 23:59:51,FALSE,"970807808181587971","970811159937871872","110014280","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmericanWhoaMan",0,FALSE,FALSE,NA,NA
"3","The Robert Scott Bell Show LIVE 3/5/18 - Aussie flu vax failure, anti-vax community, COPD https://t.co/uWkqrEM4hY",FALSE,0,NA,2018-03-05 23:59:39,FALSE,NA,"970811107291140097",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","rsbellmedia",0,FALSE,FALSE,NA,NA
"4","Queria ver esses dois caras jogando juntos com a camisa do Flu novamente. @marcoscalazans_ @_08wendel https://t.co/SsVHHVX9pn",FALSE,209,NA,2018-03-05 23:59:33,FALSE,NA,"970811083039666176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fluminensee1902",54,FALSE,FALSE,NA,NA
"5","The flu is finally starting to go away but you should still get a flu shot Ì†ΩÌπÉÌ†ΩÌ≤â https://t.co/mfHMOPgNiV",FALSE,1,NA,2018-03-05 23:59:31,FALSE,NA,"970811073925230593",NA,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>","AM2DM",3,FALSE,FALSE,NA,NA
"6","RT @calluptome: Flu shots sound like the worst drink ever.",FALSE,0,NA,2018-03-05 23:59:28,FALSE,NA,"970811062193881090",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","waitfortheQ",702,TRUE,FALSE,NA,NA
"7","RT @SocialistVoice: NHS has so many patients with flu or norovirus they could fill 10 hospitals

 https://t.co/hk7WW9eTK3",FALSE,0,NA,2018-03-05 23:59:22,FALSE,NA,"970811034872184833",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gsDetermination",8,TRUE,FALSE,NA,NA
"8","RT @giovnnakunner: Eu mesma no jogo de volta da sul americana 2017 fla x flu https://t.co/8i6GGIt17K",FALSE,0,NA,2018-03-05 23:59:08,FALSE,NA,"970810976533610497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lucasvrocha_",2,TRUE,FALSE,NA,NA
"9","You know your flu‚Äôs bad when an oul Lemsip doesn‚Äôt help.",FALSE,5,NA,2018-03-05 23:59:01,FALSE,NA,"970810949237202946",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeanneWoodfull",0,FALSE,FALSE,NA,NA
"10","@1914palestrasep O Scarpa na ponta pelo Flu n√£o tinha problema, n√©?",FALSE,0,"1914palestrasep",2018-03-05 23:58:53,FALSE,"970810247790104578","970810915070373888","2340272873","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Analise_SEP",0,FALSE,FALSE,NA,NA
"11","PMS + stomach flu is an interesting combo

Uterus: eat the cookie 
Stomach: don‚Äôt you dare eat that cookie",FALSE,17,NA,2018-03-05 23:58:33,FALSE,NA,"970810830366302208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cali_wolf",0,FALSE,FALSE,NA,NA
"12","@Prii_Flu 
N sei
Gnt boa
N 
N",FALSE,1,"tamer_davi",2018-03-05 23:58:28,FALSE,"970806316657717248","970810809407418369","816440783637245952","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tamer_davi",1,FALSE,FALSE,NA,NA
"13","@frostedtee @deb12857 @RoseGhislaine30 @kellylouiselake @RosaneFagundes9 @Cherdraw @Kfish66621 Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç yes definitely t‚Ä¶ https://t.co/36SskQLe8H",FALSE,4,"frostedtee",2018-03-05 23:58:27,TRUE,"970809349097607168","970810804013551618","377100932","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mthomson2008",0,FALSE,FALSE,NA,NA
"14","More Than 130 North Texans Have Died From The Flu. Here's How To Protect Yourself https://t.co/Cn5ELkqhCI",FALSE,0,NA,2018-03-05 23:58:26,FALSE,NA,"970810801719271425",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bzeeble",0,FALSE,FALSE,NA,NA
"15","Pour fours in my soda I won't catch the flu",FALSE,0,NA,2018-03-05 23:58:09,FALSE,NA,"970810728092495873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","9GDyce",0,FALSE,FALSE,NA,NA
"16","@RedeGlobo For√ßa√ß√£o de barra em novela infanto juvenil. Audi√™ncia da globo definhamdo ano ap√≥s ano, tem q apelar..",FALSE,1,"RedeGlobo",2018-03-05 23:58:08,FALSE,"970771462402457600","970810725437530112","18219976","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dsmith_flu",0,FALSE,FALSE,NA,NA
"17","RT @TheNYevening: #CDC Doctor, Who Said #FluShot Caused Deadly Outbreak, Missing Feared Dead https://t.co/215cVdJcvT https://t.co/fUT5ramcZR",FALSE,0,NA,2018-03-05 23:58:03,FALSE,NA,"970810705204187136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gray_Bossinova",33,TRUE,FALSE,NA,NA
"18","RT @CTVNews: Central Ontario grapples with dog flu outbreak https://t.co/p326NR80LR",FALSE,0,NA,2018-03-05 23:58:01,FALSE,NA,"970810695544524800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barbara_orourke",12,TRUE,FALSE,NA,NA
"19","The stomach flu has landed and the puppy has concerns. https://t.co/4WNb2rOTgk",FALSE,6,NA,2018-03-05 23:58:00,FALSE,NA,"970810692902293505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wbohon",1,FALSE,FALSE,NA,NA
"20","RT @HealthRanger: Vaccine industry in panic as scientific study solves the riddle of why #flushots don‚Äôt work. https://t.co/lG3Z4JAMOE #ant‚Ä¶",FALSE,0,NA,2018-03-05 23:57:59,FALSE,NA,"970810688200429568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PharmaNemesis",182,TRUE,FALSE,NA,NA
"21","@IamCubsessed Yea, but will this prove anything? I hear that all the Dodgers are down with the flu!",FALSE,1,"IamCubsessed",2018-03-05 23:57:58,FALSE,"970803610136137728","970810683867660288","848995330012139524","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChicagoSchlager",0,FALSE,FALSE,NA,NA
"22","Fasting + flu, I‚Äôm now the weight on my drivers license...",FALSE,0,NA,2018-03-05 23:57:50,FALSE,NA,"970810651298983937",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","StillArchPhoto",0,FALSE,FALSE,NA,NA
"23","I think I got the flu again Ì†ΩÌ∏∑",FALSE,0,NA,2018-03-05 23:57:45,FALSE,NA,"970810628817514496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Must_Be_Tiipp",0,FALSE,FALSE,NA,NA
"24","RT @statnews: A universal flu vaccine? The White House says ‚Äúcloser than ever.‚Äù The experts say, not really. 

 https://t.co/rsrxk23q5h",FALSE,0,NA,2018-03-05 23:57:45,FALSE,NA,"970810628142182407",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","baubo",31,TRUE,FALSE,NA,NA
"25","RT @CTVNews: Central Ontario grapples with dog flu outbreak https://t.co/p326NR80LR",FALSE,0,NA,2018-03-05 23:57:41,FALSE,NA,"970810614137442304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeganOCO",12,TRUE,FALSE,NA,NA
"26","Might be coming down with the flu so that‚Äôs cooo",FALSE,0,NA,2018-03-05 23:57:38,FALSE,NA,"970810599184719872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Justin_Inch",0,FALSE,FALSE,NA,NA
"27","RT @marynmck: Imagine we have a bad flu season.  Imagine it comes to the US, and we can‚Äôt get protective masks, because only 5% of the mask‚Ä¶",FALSE,0,NA,2018-03-05 23:57:37,FALSE,NA,"970810595279888386",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thinkalot",242,TRUE,FALSE,NA,NA
"28","RT @ErickDa48918634: Richarlison disse que pretende voltar ah jogar no flu Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫ https://t.co/vSnTBeripd",FALSE,0,NA,2018-03-05 23:57:36,FALSE,NA,"970810591412711424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndriBarroos",85,TRUE,FALSE,NA,NA
"29","@TerraceHabbo ok so like since the start of feb i've been having sore throat and it keeps turning into cough thn fe‚Ä¶ https://t.co/JMwivcLFSY",FALSE,0,"TerraceHabbo",2018-03-05 23:57:35,TRUE,"970810121059155968","970810587155283968","877765944847642626","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","guitarenchi",0,FALSE,FALSE,NA,NA
"30","Udah beberapa hari ini tiap pagi hujan. Hari ini pun begitu, mana lagi flu dan radang berat. Bikin bangun dari kasu‚Ä¶ https://t.co/oMVHxvwXPM",FALSE,0,NA,2018-03-05 23:57:33,TRUE,NA,"970810579425230848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","atamichaella",0,FALSE,FALSE,NA,NA
"31","RT @rafaelmoliveira: No blog: Press√£o pol√≠tica e crise financeira deixam projeto Flu-Samorin amea√ßado https://t.co/j0Wa3LO6Cb",FALSE,0,NA,2018-03-05 23:57:30,FALSE,NA,"970810567979163648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alessandrosabin",7,TRUE,FALSE,NA,NA
"32","RT @ErickDa48918634: Richarlison disse que pretende voltar ah jogar no flu Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫ https://t.co/vSnTBeripd",FALSE,0,NA,2018-03-05 23:57:26,FALSE,NA,"970810548651810817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iagosilva118",85,TRUE,FALSE,NA,NA
"33","Flu affects your heart https://t.co/MupzgmD5UI",FALSE,0,NA,2018-03-05 23:57:25,FALSE,NA,"970810545241841665",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","limanews",0,FALSE,FALSE,NA,NA
"34","When Will This Godforsaken Flu Season End? Not Soon Enough | https://t.co/xxWIBMjekq https://t.co/CfzErEStJN",FALSE,0,NA,2018-03-05 23:57:03,FALSE,NA,"970810451247489025",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","vovolifestyle",0,FALSE,FALSE,NA,NA
"35","RT @respondegalvao: Botafogo √© muito maior que o Fluminense ‚Äî Fluminense √© mt maior que o Botafogo https://t.co/KPtsX8ct7L",FALSE,0,NA,2018-03-05 23:57:02,FALSE,NA,"970810450375053312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nara_flu",156,TRUE,FALSE,NA,NA
"36","@thehill @rebellegrrl Sadly, she may suffer from ‚ÄúPutin Flu‚Äù from which most of his enemies never recover.",FALSE,2,"thehill",2018-03-05 23:57:02,FALSE,"970779752868012032","970810450148544512","1917731","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmericanWhoaMan",0,FALSE,FALSE,NA,NA
"37","RT @Nenseedadepre: https://t.co/R0VDdJSLTf",FALSE,0,NA,2018-03-05 23:56:27,FALSE,NA,"970810301636636673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nara_flu",321,TRUE,FALSE,NA,NA
"38","RT @Ravin714: @dolug23 @Atlanta_Police @StopCrimeATL This is no ""disappearance""! He made one statement that the flu shot caused this pandem‚Ä¶",FALSE,0,NA,2018-03-05 23:56:21,FALSE,NA,"970810276785172480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pro_aktv",2,TRUE,FALSE,NA,NA
"39","RT @flu2mil: Thiago Neves‚û°Deco‚û°Fred‚û°‚öΩ https://t.co/YFHJsBPqIN",FALSE,0,NA,2018-03-05 23:56:16,FALSE,NA,"970810257558695936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nara_flu",451,TRUE,FALSE,NA,NA
"40","I snapchat @AidanPeters8 telling her I have the stomach flu and she tells me she wishes she could be here with me a‚Ä¶ https://t.co/HxQ3msLz0x",FALSE,11,NA,2018-03-05 23:56:12,TRUE,NA,"970810238424170496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KarliMarli98",0,FALSE,FALSE,NA,NA
"41","RT @ErickDa48918634: Richarlison disse que pretende voltar ah jogar no flu Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫ https://t.co/vSnTBeripd",FALSE,0,NA,2018-03-05 23:56:02,FALSE,NA,"970810196909010944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marirflu",85,TRUE,FALSE,NA,NA
"42","espero que o flu continue com ingresso barato, volto pro rio semana que vem e espero ir em pelo menos uns 10 jogos esse ano",FALSE,0,NA,2018-03-05 23:56:00,FALSE,NA,"970810190361759744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4dedos__",0,FALSE,FALSE,NA,NA
"43","RT @GymRewards: https://t.co/uYC6S2B4Mp News: Number of paid sick days directly impacts how Americans use preventive care like flu shots ht‚Ä¶",FALSE,0,NA,2018-03-05 23:55:57,FALSE,NA,"970810177359400960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Algaiti2",74,TRUE,FALSE,NA,NA
"44","RT @MicrobesInfect: Despite push for a universal #fluvaccine, the 'holy grail' stays out of reach 

https://t.co/VtvdtiD6Gs #flu #influenza",FALSE,0,NA,2018-03-05 23:55:49,FALSE,NA,"970810141967900672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MarieAnneLeCler",5,TRUE,FALSE,NA,NA
"45","RT @respondegalvao: Maior cl√°ssico do RJ? ‚Äî Fla x Flu https://t.co/JpJzU8WvS3",FALSE,0,NA,2018-03-05 23:55:47,FALSE,NA,"970810133763776512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anavalverdec",143,TRUE,FALSE,NA,NA
"46","Guess who was sent home just now because she had the flu virus?Ì†ΩÌπã‚Äç‚ôÄÔ∏è",FALSE,1,NA,2018-03-05 23:55:42,FALSE,NA,"970810111542181889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_abakaniceva",0,FALSE,FALSE,NA,NA
"47","nossa queria um carinho",FALSE,0,NA,2018-03-05 23:55:40,FALSE,NA,"970810103568924677",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nara_flu",0,FALSE,FALSE,NA,NA
"48","RT @ErickDa48918634: Richarlison disse que pretende voltar ah jogar no flu Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫ https://t.co/vSnTBeripd",FALSE,0,NA,2018-03-05 23:55:33,FALSE,NA,"970810074284417024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wendelffc1",85,TRUE,FALSE,NA,NA
"49","@TheresaSnyder19 @mingberg @malekalby @Guyatt671 @TanRob22 @RonaldMeltzer @NadirahOWBari @datsyuklover‚Ä¶ https://t.co/ldnF5KiL0G",FALSE,4,"TheresaSnyder19",2018-03-05 23:55:20,TRUE,"970682542956294144","970810019213127681","1401236340","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DonnaChaffins",0,FALSE,FALSE,NA,NA
"50","Comprei uma blusa do flu, queria que chegasse amanh√£ pra eu j√° usar na quarta!",FALSE,0,NA,2018-03-05 23:55:18,FALSE,NA,"970810013668306945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dalethyy",0,FALSE,FALSE,NA,NA
"51","Deadly flu season has peaked, but a late spike could loom https://t.co/7h47TAhdRE via @chicagotribune",FALSE,0,NA,2018-03-05 23:55:04,FALSE,NA,"970809953714950144",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","healthydriven",0,FALSE,FALSE,NA,NA
"52","This year, 114 children have died from the #flu, but it is finally starting to abate. https://t.co/ogrjU54m4B",FALSE,1,NA,2018-03-05 23:55:04,FALSE,NA,"970809952792137728",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NAPNAP",1,FALSE,FALSE,NA,NA
"53","RT @careynolds21: flu szn",FALSE,0,NA,2018-03-05 23:54:47,FALSE,NA,"970809883992961027",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","car_men_perez_",1,TRUE,FALSE,NA,NA
"54","""The Flu Bomb, because a mom can‚Äôt be sick, not even for a day!"" https://t.co/23GkNr4OWC #healthcare #natural #lemon https://t.co/w4PMk2R0Me",FALSE,0,NA,2018-03-05 23:54:42,FALSE,NA,"970809859896762370",NA,"<a href=""https://missinglettr.com"" rel=""nofollow"">Missinglettr</a>","WellnessCtr101",0,FALSE,FALSE,NA,NA
"55","RT @boston25: Late season flu spike raises concerns in Massachusetts https://t.co/45GTXF74ZP",FALSE,0,NA,2018-03-05 23:54:41,FALSE,NA,"970809858525102080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","acnora1223",1,TRUE,FALSE,NA,NA
"56","If this flu doesn‚Äôt go away I‚Äôm going to look like I wa taken from a morgue in all my vacation pictures",FALSE,6,NA,2018-03-05 23:54:38,FALSE,NA,"970809846705676288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emily_langille",0,FALSE,FALSE,NA,NA
"57","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone‚Ä¶",FALSE,0,NA,2018-03-05 23:54:36,FALSE,NA,"970809836890976257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoylKendrick1",681,TRUE,FALSE,NA,NA
"58","RT @medpagetoday: Helen Branswell at @statnews cuts through the hype on universal flu vaccines: ""not really there yet."" https://t.co/5lAGMC‚Ä¶",FALSE,0,NA,2018-03-05 23:54:33,FALSE,NA,"970809826145067008",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","davidschull",5,TRUE,FALSE,NA,NA
"59","@MatheusC200010 futebol √© dinheiro, infelizmente... Cairia bem demais no Flu!",FALSE,1,"MatheusC200010",2018-03-05 23:54:28,FALSE,"970809682070818816","970809804032757760","3392609944","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jvt_OTricolor",0,FALSE,FALSE,NA,NA
"60","Central Ontario grapples with dog flu outbreak https://t.co/p326NR80LR",FALSE,11,NA,2018-03-05 23:54:14,FALSE,NA,"970809746407219202",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","CTVNews",12,FALSE,FALSE,NA,NA
"61","I be flu flamming",FALSE,0,NA,2018-03-05 23:54:07,FALSE,NA,"970809715184807938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bumbaclot91",0,FALSE,FALSE,NA,NA
"62","RT @Forbes: A Canadian biotech company is testing a flu vaccine grown in tobacco https://t.co/w5qwunijQs https://t.co/CJucds4nCk",FALSE,0,NA,2018-03-05 23:54:00,FALSE,NA,"970809684289622016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grimmtastic77",79,TRUE,FALSE,NA,NA
"63","@Jvt_OTricolor O pr√≥prio empres√°rio dele falou que estava praticamente fechado com o Flu e da noite pro dia o botaf‚Ä¶ https://t.co/DgXSNGnqz9",FALSE,1,"Jvt_OTricolor",2018-03-05 23:53:59,TRUE,"970806526922444801","970809682070818816","4825705641","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MatheusC200010",0,FALSE,FALSE,NA,NA
"64","@interbaza13 Sorry to hear that. A friend had some relief from lemon grass tea and paw paw applied (seperately) bot‚Ä¶ https://t.co/8YHwlMZKbk",FALSE,1,"interbaza13",2018-03-05 23:53:59,TRUE,"970801840743829504","970809680883744769","1666713253","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","3canary",0,FALSE,FALSE,NA,NA
"65","@stephenl65 @The_Trump_Train And ideally a limit of 1 long gun per family. Firearms back when the 2nd Amendments we‚Ä¶ https://t.co/eOTiZdDABm",FALSE,0,"SynuixOriginal",2018-03-05 23:53:42,TRUE,"970808857751703558","970809611853926404","2147674680","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SynuixOriginal",0,FALSE,FALSE,NA,NA
"66","RT @Kennyellen_Mede: #Apocalipse75
A pergunta que n√£o quer calar ser√° que nossa querida Zoe perdeu o Beb√©? https://t.co/0L1kE6u0OC",FALSE,0,NA,2018-03-05 23:53:42,FALSE,NA,"970809609568051200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vitoria_Flu",9,TRUE,FALSE,NA,NA
"67","RT @APIC: The world relies on nurses to care for the sick daily. But what happens when nurses feel a tinge of flu-like symptoms arriving?‚Ä¶",FALSE,0,NA,2018-03-05 23:53:41,FALSE,NA,"970809607886180352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nikkinomides",13,TRUE,FALSE,NA,NA
"68","RT @Education4Libs: There are 30,000 gun-related deaths in the USA each year with 60% of them being suicides. Even with those factored in,‚Ä¶",FALSE,0,NA,2018-03-05 23:53:19,FALSE,NA,"970809513711489025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","usedcars1995",3313,TRUE,FALSE,NA,NA
"69","RT @FPAS_URV: Shadowing... si vols practicar tu mateix...English Speaking Practice | How to improve your English Speaking and Flu... https:‚Ä¶",FALSE,0,NA,2018-03-05 23:53:14,FALSE,NA,"970809492630855680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","montsepla",2,TRUE,FALSE,NA,NA
"70","RT @book_tribe - ‚Ä¢ *Get Help with Allergies, Cold &amp; Flu Symptoms* Ì†ºÌº∫Homemade Remedies using Essential Oils and Natur‚Ä¶ https://t.co/8tFNdACL1q",FALSE,4,NA,2018-03-05 23:53:09,TRUE,NA,"970809470644379648",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","flyingronaldo",1,FALSE,FALSE,NA,NA
"71","@UKRift Well, compared to women, men do get hit harder by flu or pneumonia. Give yourself a break, doc's orders.",FALSE,1,"UKRift",2018-03-05 23:53:08,FALSE,"970785302351507456","970809466257133568","2833936835","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashertaz",0,FALSE,FALSE,NA,NA
"72","Okay yep the flu is starting to hit me now.",FALSE,0,NA,2018-03-05 23:53:03,FALSE,NA,"970809447336562693",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UpsideDownSev",0,FALSE,FALSE,NA,NA
"73","Is it me or what but most 
people i know caught the 
flu of sum sort from 
this pass weekend.",FALSE,0,NA,2018-03-05 23:52:56,FALSE,NA,"970809418479742977",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Barman2Larry",0,FALSE,FALSE,NA,NA
"74","RT @GENIUSLINKTeam: It's the last week!  You've got through March 11 to make throat sampling easier to swallow! Submit the next, great, les‚Ä¶",FALSE,0,NA,2018-03-05 23:52:54,FALSE,NA,"970809409466232832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DyanFinkhousen",2,TRUE,FALSE,NA,NA
"75","@fraughtwith I‚Äôm a courier as well even though I was off sick today with the flu bug mercifully I have to have my c‚Ä¶ https://t.co/KJkZnjrgVH",FALSE,0,"fraughtwith",2018-03-05 23:52:39,TRUE,"970788910241603586","970809344144171008","330111435","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bryanrhysjones1",0,FALSE,FALSE,NA,NA
"76","obs: Nem citei o brasileiro de 2012 pelo Flu",FALSE,8,"Jvt_OTricolor",2018-03-05 23:52:36,FALSE,"970807584868495360","970809334019035137","4825705641","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jvt_OTricolor",0,FALSE,FALSE,NA,NA
"77","RT @ErickDa48918634: Richarlison disse que pretende voltar ah jogar no flu Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫Ì†ºÌ∑≠Ì†ºÌ∑∫ https://t.co/vSnTBeripd",FALSE,0,NA,2018-03-05 23:52:30,FALSE,NA,"970809306869268481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ffc__9",85,TRUE,FALSE,NA,NA
"78","RT @Education4Libs: There are 30,000 gun-related deaths in the USA each year with 60% of them being suicides. Even with those factored in,‚Ä¶",FALSE,0,NA,2018-03-05 23:52:30,FALSE,NA,"970809306537840641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bvorka",3313,TRUE,FALSE,NA,NA
"79","Flu dan batuk datang lagi.....Ì†ΩÌ∏°Ì†ΩÌ∏° selamat menyiksa aja lah #GwsForMe",FALSE,0,NA,2018-03-05 23:52:29,FALSE,NA,"970809302381486080",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ramdanzebua",0,FALSE,FALSE,NA,NA
"80","RT @frasesdebebada: Clit√≥ris parece nome de fil√≥sofo grego 

Como dizia clit√≥ris... Vem com a l√≠ngua",FALSE,0,NA,2018-03-05 23:52:17,FALSE,NA,"970809253400399872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Isadora_flu",2807,TRUE,FALSE,NA,NA
"81","@CodyWesterlund Kyrie is out, so maybe you should sit out half the Bulls with flu. Felicio, Payne, Asik and the 10-‚Ä¶ https://t.co/dIEmrBTDhf",FALSE,0,"CodyWesterlund",2018-03-05 23:52:06,TRUE,"970801182473060352","970809206805880836","749953926","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MJMcElwee",0,FALSE,FALSE,NA,NA
