"","X","lon","lat","address"
"158",158,-75.5276699,38.9108325,"delaware, usa"
"159",159,-118.2436849,34.0522342,"los angeles, ca, usa"
"160",160,-75.4901833,40.6084305,"allentown, pa, usa"
"163",163,-119.4179324,36.778261,"california, usa"
"164",164,-74.0059728,40.7127753,"new york, ny, usa"
"168",168,-77.0368707,38.9071923,"washington, dc, usa"
"170",170,-95.283276,38.970904,"601 kasold dr d102, lawrence, ks 66049, usa"
"171",171,-82.9000751,32.1656221,"georgia, usa"
"173",173,-118.2436849,34.0522342,"los angeles, ca, usa"
"174",174,-84.178641,33.801162,"850 sheppard cove, stone mountain, ga 30083, usa"
"175",175,-88.0398912,30.6953657,"mobile, al, usa"
"177",177,-118.1270146,34.095287,"alhambra, ca, usa"
"178",178,-79.9958864,40.4406248,"pittsburgh, pa, usa"
"179",179,-78.4766781,38.0293059,"charlottesville, va, usa"
"182",182,-119.4179324,36.778261,"california, usa"
"183",183,-76.93776,38.9896967,"college park, md, usa"
"184",184,-84.7721702,37.6456329,"danville, ky, usa"
"185",185,-114.725,32.725833,"andrade, ca 92283, usa"
"186",186,-123.9702556,44.0147908,"co hwy 5034, mapleton, or 97453, usa"
"187",187,-78.8636402,35.8991678,"research triangle park, durham, nc, usa"
"188",188,-121.8374777,39.7284944,"chico, ca, usa"
"189",189,-76.6412712,39.0457549,"maryland, usa"
"190",190,-78.8000128,35.5843235,"fuquay varina, nc, usa"
"191",191,-89.4124875,43.076592,"madison, wi 53706, usa"
"192",192,-95.3698028,29.7604267,"houston, tx, usa"
"194",194,-118.4491211,34.0696702,"bradley hall, 417 charles e young drive west #106, los angeles, ca 90095, usa"
"196",196,-88.1535352,41.7508391,"naperville, il, usa"
"198",198,-99.9018131,31.9685988,"texas, usa"
"199",199,-93.0899578,44.9537029,"st paul, mn, usa"
"200",200,-79.0558445,35.9131996,"chapel hill, nc, usa"
"202",202,-77.0368707,38.9071923,"washington, dc, usa"
"204",204,-122.434574,47.23757,"2611 pacific ave, tacoma, wa 98402, usa"
"205",205,-81.5157535,27.6648274,"florida, usa"
"208",208,-88.667284,44.201139,"5310 county rd ii, larsen, wi 54947, usa"
"210",210,-81.9749472,27.3876433,"peace river, florida, usa"
"212",212,-110.9926154,33.3494997,"top-of-the-world, az 85539, usa"
"213",213,-115.1525353,36.1686597,"360 promenade place, las vegas, nv 89106, usa"
"214",214,-118.2436849,34.0522342,"los angeles, ca, usa"
"215",215,-77.3570028,38.9586307,"reston, va, usa"
"217",217,-90.1848402,35.1467492,"38 ar-77, west memphis, ar 72301, usa"
"218",218,-84.170196,33.8081608,"stone mountain, ga, usa"
"221",221,-89.3985283,40.6331249,"illinois, usa"
"222",222,-95.0078451,40.5974113,"braddyville, ia 51631, usa"
"223",223,-92.7049303,45.3205199,"osceola, wi 54020, usa"
"224",224,-71.0588801,42.3600825,"boston, ma, usa"
"225",225,-122.2711137,37.8043637,"oakland, ca, usa"
"228",228,-118.2436849,34.0522342,"los angeles, ca, usa"
"229",229,-93.3263643,45.1819692,"2340 northdale blvd nw, coon rapids, mn 55433, usa"
"230",230,-74.2179326,43.2994285,"new york, usa"
"231",231,-75.3854728,38.6901134,"georgetown, de 19947, usa"
"232",232,-95.2270358,30.1401939,"justice dr, new caney, tx 77357, usa"
"234",234,-95.712891,37.09024,"united states"
"235",235,-72.307869,43.7153482,"norwich, vt, usa"
"236",236,-119.4179324,36.778261,"california, usa"
"237",237,-91.9206505,44.9028713,"1801 wakanda st ne, menomonie, wi 54751, usa"
"238",238,-74.0059728,40.7127753,"new york, ny, usa"
"239",239,-97.6385368,35.5587725,"oklahoma city, ok 73132, usa"
"240",240,-86.5804473,35.5174913,"tennessee, usa"
"241",241,-118.1937395,33.7700504,"long beach, ca, usa"
"242",242,-107.4338866,32.4507852,"co rd a021, deming, nm 88030, usa"
"243",243,-95.712891,37.09024,"united states"
"244",244,-77.0272552,38.8994725,"1100 h st nw, washington, dc 20005, usa"
"245",245,-95.712891,37.09024,"united states"
"247",247,-122.1660756,37.424106,"stanford, ca, usa"
"248",248,-95.712891,37.09024,"united states"
"249",249,-105.2705456,40.0149856,"boulder, co, usa"
"250",250,-95.018026,29.38888,"600 gulf freeway north, suite 103, texas city, tx 77591, united states"
"251",251,-98.1738243,26.3070184,"1201 w university dr, edinburg, tx 78539, usa"
"252",252,-119.4179324,36.778261,"california, usa"
"255",255,-157.8583333,21.3069444,"honolulu, hi, usa"
"257",257,-94.1789725,36.3362474,"265 n 46th st, rogers, ar 72756, usa"
"258",258,-81.5157535,27.6648274,"florida, usa"
"259",259,-96.6786131,34.2362054,"tishomingo, ok 73460, usa"
"262",262,-75.5276699,38.9108325,"delaware, usa"
"264",264,-86.9352842,34.4434282,"hartselle, al 35640, usa"
"266",266,-121.4943996,38.5815719,"sacramento, ca, usa"
"268",268,-91.9623327,30.9842977,"louisiana, usa"
"270",270,-119.4179324,36.778261,"california, usa"
"271",271,-96.7969879,32.7766642,"dallas, tx, usa"
"272",272,-97.1330683,33.2148412,"denton, tx, usa"
"273",273,-91.5301683,41.6611277,"iowa city, ia, usa"
"274",274,-85.6023643,44.3148443,"michigan, usa"
"275",275,-122.6764815,45.5230622,"portland, or, usa"
"277",277,-85.9404185,37.8427946,"332 n dixie blvd, radcliff, ky 40160, usa"
"278",278,-120.7401385,47.7510741,"washington, usa"
"279",279,-76.666147,38.709463,"9475 old jones ln, dunkirk, md 20754, usa"
"281",281,-117.1610838,32.715738,"san diego, ca, usa"
"282",282,-71.8022934,42.2625932,"worcester, ma, usa"
"283",283,-104.5230242,33.3942655,"roswell, nm, usa"
"286",286,-74.0059728,40.7127753,"new york, ny, usa"
"287",287,-86.3053597,44.2293196,"90 park ave, manistee, mi 49660, usa"
"289",289,-111.7185451,40.3169235,"1090 n 960 w, orem, ut 84057, usa"
"291",291,-95.712891,37.09024,"united states"
"293",293,-81.5148368,36.8348383,"marion, va 24354, usa"
"294",294,-97.3167936,37.6840231,"212 s hydraulic ave #200, wichita, ks 67211, usa"
"296",296,-116.9446123,32.7913116,"s 1st st, el cajon, ca, usa"
"297",297,-97.9908366,26.1595194,"weslaco, tx, usa"
"298",298,-98.9911611,31.7093197,"brownwood, tx, usa"
"300",300,-82.8121191,39.9547861,"reynoldsburg, oh, usa"
"301",301,-118.3023579,34.0609876,"koreatown, los angeles, ca, usa"
"305",305,-106.2800242,43.4113604,"midwest, wy 82643, usa"
"306",306,-95.712891,37.09024,"united states"
"309",309,-95.712891,37.09024,"united states"
"310",310,-95.712891,37.09024,"united states"
"311",311,-97.3307658,32.7554883,"fort worth, tx, usa"
"318",318,-84.8413056,33.9244531,"dallas, ga, usa"
"319",319,-72.8966883,41.3878921,"81-93 lincoln st, hamden, ct 06518, usa"
"320",320,-88.4153847,44.2619309,"appleton, wi, usa"
"321",321,-87.896646,42.9475534,"general mitchell international airport (mke), 5300 s howell ave, milwaukee, wi 53207, usa"
"322",322,-74.0059728,40.7127753,"new york, ny, usa"
"324",324,-87.9173922,41.9131762,"505 n northwest ave, melrose park, il 60164, usa"
"327",327,-97.1080656,32.735687,"arlington, tx, usa"
"328",328,-95.712891,37.09024,"united states"
"330",330,-77.0368707,38.9071923,"washington, dc, usa"
"331",331,-118.255075,34.1425078,"glendale, ca, usa"
"333",333,-121.8995741,37.4323341,"milpitas, ca 95035, usa"
"334",334,-86.8160864,36.1420635,"west end ave, nashville, tn, usa"
"335",335,-81.7831674,32.4487876,"statesboro, ga, usa"
"338",338,-94.5785667,39.0997265,"kansas city, mo, usa"
"339",339,-95.408138,30.0938655,"tx-99, texas, usa"
"341",341,-88.8721913,42.5507196,"105 scot dr, clinton, wi 53525, usa"
"346",346,-102.4107493,34.2331373,"earth, tx 79031, usa"
"347",347,-111.0937311,34.0489281,"arizona, usa"
"352",352,-89.0187222,42.6827885,"janesville, wi, usa"
"354",354,-94.3985475,35.3859242,"fort smith, ar, usa"
"359",359,-87.7602365,41.8077115,"5504 w 47th st, chicago, il 60638, usa"
"360",360,-95.3698028,29.7604267,"houston, tx, usa"
"362",362,-123.0998878,44.0559814,"499 w 4th ave, eugene, or 97401, usa"
"363",363,-73.9441579,40.6781784,"brooklyn, ny, usa"
"364",364,-122.421116,37.75931,"853 valencia st, san francisco, ca 94110, usa"
"366",366,-98.4936282,29.4241219,"san antonio, tx, usa"
"367",367,-97.164949,35.2886285,"jack rabbit run, newalla, ok 74857, usa"
"368",368,-75.5993692,38.3606736,"salisbury, md, usa"
"369",369,-84.4013462,42.245869,"jackson, mi, usa"
"370",370,-73.644284,42.6967455,"wynantskill, ny, usa"
"372",372,-75.1652215,39.9525839,"philadelphia, pa, usa"
"375",375,-83.0457538,42.331427,"detroit, mi, usa"
"376",376,-94.4751346,37.0750055,"1329 s rangeline rd, joplin, mo 64801, usa"
"377",377,-73.7751326,41.0748188,"valhalla, ny, usa"
"381",381,-73.298408,41.7040641,"us-202, united states"
"383",383,-72.6412013,42.3250896,"northampton, ma, usa"
"386",386,-121.3716178,38.4087993,"elk grove, ca, usa"
"389",389,-74.0059728,40.7127753,"new york, ny, usa"
"390",390,-73.9876523,40.6939226,"350 jay st, brooklyn, ny 11201, usa"
"394",394,-81.1637245,33.836081,"south carolina, usa"
"395",395,-89.4012302,43.0730517,"madison, wi, usa"
"396",396,-84.5111008,39.1029873,"114 e 6th st, cincinnati, oh 45202, usa"
"397",397,-118.3286614,34.0928092,"hollywood, los angeles, ca, usa"
"399",399,-90.1994042,38.6270025,"st. louis, mo, usa"
"401",401,-77.0368707,38.9071923,"washington, dc, usa"
"402",402,-71.1786237,42.1236499,"sharon, ma, usa"
"403",403,-105.5153527,38.3706368,"45 log ln dead, cotopaxi, co 81223, usa"
"406",406,-93.2009998,44.9374831,"twin cities, mn, usa"
"408",408,-122.0020776,37.5262979,"2086 newpark mall rd, newark, ca 94560, usa"
"411",411,-95.971261,36.153315,"533 s rockford ave, tulsa, ok 74120, usa"
"413",413,-80.148379,25.9812024,"hallandale beach, fl 33009, usa"
"414",414,-95.712891,37.09024,"united states"
"416",416,-111.73854,40.3641184,"pleasant grove, ut, usa"
"421",421,-83.1761631,41.1154697,"71 s washington st, tiffin, oh 44883, usa"
"423",423,-90.1994042,38.6270025,"st. louis, mo, usa"
"425",425,-75.1652215,39.9525839,"philadelphia, pa, usa"
"426",426,-79.9133816,40.465722,"larimer ave, pittsburgh, pa 15206, usa"
"429",429,-71.0588801,42.3600825,"boston, ma, usa"
"430",430,-95.712891,37.09024,"united states"
"433",433,-96.9944489,32.482361,"midlothian, tx, usa"
"435",435,-105.0749801,40.3977612,"loveland, co, usa"
"436",436,-81.5157535,27.6648274,"florida, usa"
"441",441,-95.7657864,39.0335157,"1801 sw wanamaker rd, topeka, ks 66604, usa"
"445",445,-83.2948922,36.2139814,"morristown, tn, usa"
"446",446,-79.0780831,40.008411,"somerset, pa 15501, usa"
"448",448,-74.3118212,41.3911653,"orange county, ny, usa"
"449",449,-95.3698028,29.7604267,"houston, tx, usa"
"450",450,-95.712891,37.09024,"united states"
"452",452,-122.3320708,47.6062095,"seattle, wa, usa"
"453",453,-83.5149023,36.2809202,"rutledge, tn 37861, usa"
"454",454,-76.1783739,40.0466571,"lancaster county, pa, usa"
"456",456,-104.9795145,39.7367324,"608 e 13th ave suite 1, denver, co 80203, usa"
"457",457,-102.623199,32.772201,"513 cr 103, seminole, tx 79360, united states"
"461",461,-123.7510225,47.750087,"olympic peninsula, washington 98331, usa"
"462",462,-79.0377388,43.0962143,"niagara falls, ny, usa"
"463",463,-119.4179324,36.778261,"california, usa"
"465",465,-84.4277001,33.6407282,"hartsfield-jackson atlanta international airport (atl), 6000 n terminal pkwy, atlanta, ga 30320, usa"
"467",467,-81.5157535,27.6648274,"florida, usa"
"468",468,-86.6540919,34.7123752,"tranquility base, huntsville, al 35805, usa"
"469",469,-76.9957039,39.4235805,"20 liberty rd d, sykesville, md 21784, usa"
"470",470,-75.1652215,39.9525839,"philadelphia, pa, usa"
"478",478,-79.9958864,40.4406248,"pittsburgh, pa, usa"
"479",479,-118.2436849,34.0522342,"los angeles, ca, usa"
"480",480,-86.2516406,33.1731716,"sylacauga, al, usa"
"482",482,-118.2436849,34.0522342,"los angeles, ca, usa"
"483",483,-86.902298,32.3182314,"alabama, usa"
"485",485,-74.937139,39.0135465,"republic ln, villas, nj 08251, usa"
"490",490,-77.026088,38.9906657,"silver spring, md, usa"
"491",491,-84.4277001,33.6407282,"hartsfield-jackson atlanta international airport (atl), 6000 n terminal pkwy, atlanta, ga 30320, usa"
"494",494,-121.4014603,37.748242,"1705 n chrisman rd, tracy, ca 95304, usa"
"495",495,-121.8863286,37.3382082,"san jose, ca, usa"
"497",497,-83.7740198,35.8725599,"seymour, tn, usa"
"498",498,-95.712891,37.09024,"united states"
"499",499,-118.2436849,34.0522342,"los angeles, ca, usa"
"501",501,-84.4838654,42.7369792,"east lansing, mi, usa"
"502",502,-71.065428,42.504923,"1 new salem st, wakefield, ma 01880, usa"
"503",503,-121.7114362,48.4241961,"skagit county, wa, usa"
"505",505,-121.9654696,36.9711454,"1435 41st ave, capitola, ca 95010, usa"
"507",507,-80.2706044,26.271192,"coral springs, fl, usa"
"508",508,-75.3698895,40.0415996,"wayne, pa, usa"
"509",509,-117.5931084,34.1063989,"rancho cucamonga, ca, usa"
"512",512,-86.5804473,35.5174913,"tennessee, usa"
"513",513,-118.2436849,34.0522342,"los angeles, ca, usa"
"514",514,-87.735895,42.1080834,"winnetka, il, usa"
"515",515,-119.4179324,36.778261,"california, usa"
"516",516,-93.2650108,44.977753,"minneapolis, mn, usa"
"522",522,-95.712891,37.09024,"united states"
"526",526,-73.7948516,40.7282239,"queens, ny, usa"
"531",531,-86.158068,39.768403,"indianapolis, in, usa"
"533",533,-80.6081089,28.0836269,"melbourne, fl, usa"
"534",534,-122.3320708,47.6062095,"seattle, wa, usa"
"536",536,-75.6012002,41.3405944,"8th, pennsylvania 18444, usa"
"537",537,-86.158068,39.768403,"indianapolis, in, usa"
"540",540,-122.6764815,45.5230622,"portland, or, usa"
"545",545,-112.0069083,42.6192183,"430 main st, lava hot springs, id 83246, usa"
"546",546,-122.2710788,37.5585465,"foster city, ca, usa"
"547",547,-71.4128343,41.8239891,"providence, ri, usa"
"548",548,-122.0861616,37.6963063,"20400 lake chabot rd #304, castro valley, ca 94546, usa"
"550",550,-117.1661449,33.1433723,"san marcos, ca, usa"
"551",551,-100.9598709,35.5361559,"pampa, tx 79065, usa"
"553",553,-122.2913078,37.8271784,"san francisco bay area, ca, usa"
"554",554,-75.1068388,40.1742757,"hatboro, pa 19040, usa"
"555",555,-96.0617155,33.0929274,"1763 co rd 3302, greenville, tx 75402, usa"
"557",557,-105.2561166,39.98998,"44 co-93, boulder, co 80305, usa"
"558",558,-87.7828523,42.7261309,"racine, wi, usa"
"559",559,-95.712891,37.09024,"united states"
"561",561,-119.0187125,35.3732921,"bakersfield, ca, usa"
"562",562,-75.2424229,39.8743959,"philadelphia international airport (phl), 8000 essington ave, philadelphia, pa 19153, usa"
"563",563,-84.4277001,33.6407282,"hartsfield-jackson atlanta international airport (atl), 6000 n terminal pkwy, atlanta, ga 30320, usa"
"564",564,-88.7878678,43.7844397,"wisconsin, usa"
"565",565,-95.712891,37.09024,"united states"
"566",566,-99.9018131,31.9685988,"texas, usa"
"567",567,-118.2436849,34.0522342,"los angeles, ca, usa"
"568",568,-111.927992,33.4907039,"3701 n marshall way, scottsdale, az 85251, usa"
"569",569,-77.0368707,38.9071923,"washington, dc, usa"
"570",570,-94.785493,30.060823,"514 davidge st, liberty, tx 77575, usa"
"573",573,-97.1525862,33.207488,"1155 union cir, denton, tx 76203, usa"
"574",574,-75.1652215,39.9525839,"philadelphia, pa, usa"
"576",576,-87.6297982,41.8781136,"chicago, il, usa"
"578",578,-77.1945247,41.2033216,"pennsylvania, usa"
"580",580,-95.2742704,29.6991733,"chicago st, houston, tx 77017, usa"
"581",581,-122.5697032,38.1074198,"novato, ca, usa"
"582",582,-81.6943605,41.49932,"cleveland, oh, usa"
"584",584,-91.8318334,37.9642529,"missouri, usa"
"585",585,-87.6297982,41.8781136,"chicago, il, usa"
"586",586,-96.9488945,32.8140177,"irving, tx, usa"
"587",587,-89.9206512,35.1213511,"east memphis, memphis, tn, usa"
"588",588,-74.0059728,40.7127753,"new york, ny, usa"
"589",589,-88.914102,40.482914,"3201 cira dr #201, bloomington, il 61704, usa"
"591",591,-93.2009998,44.9374831,"twin cities, mn, usa"
"592",592,-95.857444,36.118537,"10664 e 31st st, tulsa, ok 74146, usa"
"593",593,-84.3879824,33.7489954,"atlanta, ga, usa"
"595",595,-93.1566107,45.0060767,"roseville, mn 55113, usa"
"596",596,-74.0059728,40.7127753,"new york, ny, usa"
"597",597,-116.419389,34.9592083,"southern california, ca, usa"
"598",598,-102.6616977,40.1474837,"county rd 40, yuma, co 80759, usa"
"601",601,-85.6023643,44.3148443,"michigan, usa"
"602",602,-72.827915,41.8540094,"simsbury, ct, usa"
"604",604,-81.5157535,27.6648274,"florida, usa"
"605",605,-117.9988026,33.6594835,"huntington beach, ca, usa"
"606",606,-95.2860474,29.5635666,"pearland, tx, usa"
"608",608,-95.712891,37.09024,"united states"
"609",609,-82.9000751,32.1656221,"georgia, usa"
"612",612,-83.4252673,36.0416083,"1006 epco dr, dandridge, tn 37725, usa"
"613",613,-73.9983821,40.6394368,"4802 10th ave, brooklyn, ny 11219, usa"
"615",615,-99.9018131,31.9685988,"texas, usa"
"616",616,-95.712891,37.09024,"united states"
